"Symbol" "GSM429241" "GSM429243" "GSM429245" "GSM429247" "GSM429249" "GSM429251" "GSM429253" "GSM429255" "GSM429257" "GSM429259" "GSM429261" "GSM429263" "GSM429265" "GSM429267" "GSM429269" "GSM429271" "GSM429273" "GSM429275" "GSM429277" "GSM429279" "GSM429242" "GSM429244" "GSM429246" "GSM429248" "GSM429250" "GSM429252" "GSM429254" "GSM429256" "GSM429258" "GSM429260" "GSM429262" "GSM429264" "GSM429266" "GSM429268" "GSM429270" "GSM429272" "GSM429274" "GSM429276" "GSM429278" "GSM429280"
"HIF1AN" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.81833980429763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MGMT" 0 0 0 0 0 2.27463855369021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CCDC94" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32339005883776 0 0 0 0 0 0 0 0 3.77712230767567 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TP53" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.24010143681083 0 0 2.043369294468 0 0 0 2.5462445756707 3.74696208150888 0 0 2.12216646493215 0 0 0 0 0 0 0 0 0 0 0
"CHMP6" 0 0 0 0 0 0 0 2.04206057404081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.39549285537053 0 0 0 0 0 0 0 2.31498676822287
"NDUFA6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.51930991786618 0 0 0 0 0 0 2.13594638121037 3.20821887395109 0 0 0 0 0 2.39411193761214 0 4.93170556809706 3.63053788186933 0 2.07741543633465 2.12777609191372 0 0 2.90347484132791 0 0
"SESN1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.19869676342651 0 0 2.41730304324346 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.39664582391541 0 0
"SEC23IP" 0 0 0 0 0 0 0 0 0 2.56014231427453 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RPP38" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.79808847953938 0 2.74380544794674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GPN2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.07786647407134 0 0 2.13902588728401 0 0 0 0 0 0 0 0 0 0 0 2.39601179248802 0 0
"DPAGT1" 0 2.15261785060261 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10832813672799 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SMARCA5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SMG9" 0 2.08229838410922 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.15252965086633 0 0 0 2.23216257988704 0 2.60193918332988 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IGHV3-23" 0 2.22785361883223 0 0 0 0 0 0 0 0 0 0 0 0 2.26075297395091 0 0 0 0 0 0 0 0 2.03111855980399 0 3.18149039753711 2.04516824373459 0 0 0 2.1036552019908 0 0 0 0 0 0 0 0 0
"ENO2" 0 0 0 0 0 0 0 0 0 2.83861821461104 0 0 0 0 0 0 0 0 0 2.46622304951457 0 3.11102117572124 0 0 0 0 0 0 0 0 0 0 0 0 0 2.59651015317018 0 0 0 0
"BPI" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.91439585136661 0 2.02717251372786 0
"XAF1" 0 0 0 0 0 0 0 0 0 0 0 0 2.38656187640527 0 0 0 0 0 0 0 5.16649424917449 6.11306792304288 3.34043252731841 0 0 0 0 0 0 2.77303692078553 0 3.60933876317862 3.73895806615284 3.98359520381227 0 5.5659746463234 0 2.74996560845078 0 0
"SIGMAR1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.57143563282655 0 0 0 0 0 0 0 0 0 2.52200629452975 0 0 0 0 0 0 0 0 0 0
"PROSER1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.11094857845192 0 2.12559667372905 0 0 0 2.16602029654804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TPD52" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.61724543813174 2.47424110217874 0 2.07650615892436 0 0 2.02923365176772 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SPDEF" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.80127490550981 0 0 0 0 0 2.0301193992154 0 0 0 0 0 0 0 0 0 0 0 2.11179700220045 0 0
"MCTS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.25052515804279 0 0 0 0 0 0 0 0 0 0 0 0 2.42992710898066 0 0 0 0 0 0 0 0 0
"CEPT1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10258181622122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NIT2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.59971655472583 0 0 0 0 0 0 0 0 0 0 2.53223246985464 0 0 0 0 0 0 0 0 0
"TIMM23" 2.69655929286782 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.43962458857572 4.91394604504932 2.46765222725765 2.15327586498865 4.89917903449079 3.47958122143506 0 3.68108502307508 0 6.65118910790765 3.99790369776817 2.48157376918184 3.44066921179252 0 0 0 3.32138923898816 0 0
"GPR153" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRB1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.17869552505435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PRB2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.17869552505435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LINC00342" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.44189368832035 2.12032543891076 3.36737862377238 2.8137293947951 0 0 0 0 0 0 0 0 0 0 0 0 2.01905456477697 0 0 0 0
"NUP54" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8303963864981 0 0 0 0 0 2.34422226872568 0 0 0 0 0 0 0 0 0 0 0 2.52729657611296 0 0
"ZNF189" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.29071692369398 0 0 0 0 0 3.14992290519799 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SLC29A3" 0 0 0 0 0 0 0 0 0 2.26904360466839 0 0 0 0 0 0 0 2.14342142605085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SLC43A1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46584362037943 0 0 0 0 0 0 0 0 0 0 0 0 0
"GLUD2" 0 0 0 0 0 0 0 0 0 3.51800552153369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LRRFIP2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.14821952622837 0 0 0 0 2.60208655303291 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CACNA2D3" 0 0 0 0 0 0 0 0 0 2.35288516479071 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.19039314416564 0 0 0 0 0 0 0
"THAP7" 0 0 0 0 0 0 0 0 0 0 2.26734524343392 0 0 0 0 0 0 0 0 0 3.61273280567875 3.06524978635393 0 0 0 0 0 0 0 0 2.24295976516657 0 0 0 0 0 0 2.17080437583386 0 0
"MAST4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.51038675379516 0 0 0 2.05481590499268 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SUV39H1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.28037530927527 3.24545010729776 0 0 0 2.39810214159676 2.62266581395346 0 0 0 0 0 0 2.00556363950419 0 0 0 0 0 0
"CTNND1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.24459609160523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DNAJB9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.11508413678555 0 0 0 0 2.25029916382951 0 0 0 0 0 0 0 0 0
"SLC35E3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.03120444464906 0 0 0 2.52580097792967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PIAS4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.52262944892713 0 0 0 0 0 0 0 2.44984549570996 0 0 0 0 0 0
"CCDC88C" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46740185943575 0 0 0 0 0 0 0 0 0 0 0 0 0
"NFYA" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DAG1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.12681125333407 0 0 0 2.25812377401932 0 0 2.00552855786684 0 0 0 0 3.07233899685248 0 0 0 2.34031216150086
"SLC4A2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.36761703250507 0 0 0 0 0 0 0 2.45018687094187 2.26418884372228 0 2.454809316365 0 2.02170422476361 0 0 0 0 0 0 0 0 0
"IFIH1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.90678073649542 4.39337417102136 3.69528734494591 0 0 4.70803480259079 0 0 0 0 0 0 0 3.86954218008018 0 4.04387056744119 0 0 0 0
"CAPN10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.15440971761434 0 0 2.30855070374254 3.19533643148389 0 0 0 2.98637778542699 2.14748832153605 0 2.62117021992381 0 0 0 0 0 0 0 0 0 0 0
"TRAF1" 0 0 0 0 0 0 0 0 0 0 2.14586551939298 0 0 0 0 0 0 0 0 0 3.0377864989744 4.06563864693055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ZBTB24" 0 0 0 0 0 0 0 0 0 2.08276485710334 0 0 0 0 0 0 0 0 0 2.59351474150582 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TYW1" 0 0 0 0 0 0 0 0 0 0 0 0 2.14831316061271 0 0 0 0 0 0 0 2.19842293437412 2.64020921577286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.60806802994505 0 0 0
"TYW1B" 0 0 0 0 0 0 0 0 0 0 0 0 2.14831316061271 0 0 0 0 0 0 0 2.19842293437412 2.64020921577286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.60806802994505 0 0 0
"HTATSF1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.29870810061508 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MATK" 0 2.00953551398537 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.28196690701653 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NRF1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.36939860419547 2.37576717557875 2.3147279629531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RNA5SP244" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.36939860419547 2.37576717557875 2.3147279629531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PLVAP" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.01582224787408 0 0 0 0 0 0 0 0 0 0 0 2.47282319394631 0 0 0 0 0 0 0 2.3455944475501
"CYB5A" 0 0 0 0 0 0 0 0 0 0 0 2.22090087809609 0 0 0 0 0 0 0 0 0 0 0 0 0 2.16959070139316 0 0 0 2.09547759071245 0 0 0 0 0 0 0 0 0 2.2402707903768
"SLC37A1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.21982796684795 0 0 0 0 0 0 0 0
"ZNF652" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.47710975254386 0 0 0 0 0 0 0 0 0 0
"UBXN7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.98880052086296 0 0 0 0 0 0 0 2.10437504526419 0 0 0 0 0 0 0 0 0 0 0 0
"TAOK1" 0 0 0 0 0 0 0 0 0 2.53953758108813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.63184330828525 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GOLGA4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58652761475969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PIN1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.53554193675843 0 2.33403759904937 0 0 0 0 3.35408764631633 0 0 0 2.3528541240678 2.70159559306209 2.14629566187865 0 0 0 0 0 0 0
"CDK5RAP2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.101344788628 0 0 0 2.4583810597037 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ATG14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.18515061312754 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MYLK" 0 0 0 0 0 0 0 0 2.16815541404612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.09912853557866 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HIST1H2BC" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ZCCHC2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.52338203853094 4.84076910754332 4.06139874790007 3.2226143036375 0 0 5.29309939225838 0 0 0 2.21943042816049 0 2.65414617455926 0 2.61277919515255 0 3.5140979881661 0 0 0 0
"CDK7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.91017934030293 0 0 0 0 0 2.00511947040562 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CDK7P1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.91017934030293 0 0 0 0 0 2.00511947040562 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"POLD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.73870766351483 0 0 0 2.94021374809762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MUT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.62168956445532 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ARMC6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.49059749278762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERCC3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.7062844565723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CPT2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.52881464025289 0 0 0 0 0 0 0 2.70626847024331 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KIF22" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.78732194616554 2.37512949295656 3.2127951575416 0 0 0 0 0 0 0 0 0 0 0 0 0 2.69886610549336 0 0 0 0
"ZMAT5" 0 0 0 0 2.32389692890233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.28187253553742 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"WIZ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.62414169181298 0 0 2.02158308590633 0 0 0 0 0 2.29755508246471 0 2.20115879536207 0 2.46936933235959 0 0 0 0 0 0 0 0 0
"KLHL24" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.05458239930572 0 0 0 0 0 2.18772705109657 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ARFGEF2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.154125065507 0 0 0 0 0 3.02414512597838 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MED14" 0 0 0 0 2.5294439680676 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.26485496875883 0 2.0968183111273 0 0 0 2.84054977028714 2.11292641460211 0 0 0 0 0 0 0 0 0 0 0 0 0
"RNF41" 0 0 0 0 0 0 0 0 0 3.64120347428013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"DVL2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.64698645864464 0 2.46509879637831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TMEM184C" 0 0 0 0 0 0 0 0 0 0 0 2.08786750456546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERF" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.05180115549745 2.1031336314941 0 0 0 4.69581376598008 0 0 0 0 0 0 3.1986157581066 0 0 0 0 0 0 0
"ALAD" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.22743808244696 0 0 0 0 2.36613716324309 0 0 0 0 2.26180654636748 0 0 0 0 0 0 0 0 2.04954380286676
"ZSCAN32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.16240995722331 0 0 0 0 0 2.40826761344198 0 0 0 0 0 0 0 2.09388960449301 0 0 0 0 0 0
"WDR47" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAM50B" 0 0 0 0 0 0 0 0 0 0 0 0 2.00120553124531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.16815857131895 0 0 2.38008921540729 0 0 0 0
"MIR4751" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.13564823136138 0 0 2.48615440038181 2.33546943820914 0 2.96681306264716 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.22886341490266
"ATF5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.13564823136138 0 0 2.48615440038181 2.33546943820914 0 2.96681306264716 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.22886341490266
"PRKD3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.50164626030601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.07580053565896
"CUTC" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.1570465108694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MTHFD2" 0 0 0 0 0 0 0 2.3018608986207 0 0 0 0 0 0 0 0 0 0 0 0 2.01519807853989 2.4459735376193 2.28038553164627 0 0 3.48657448666926 0 0 0 0 2.50065111723154 0 0 2.07321403412033 0 2.07166676799282 0 0 0 0
"PPP2R1B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.19644361710699 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CLEC10A" 0 0 0 0 0 0 0 0 0 2.54036766564978 0 0 0 0 0 0 0 0 0 0 0 0 0 2.30891631615335 0 0 0 0 0 0 0 0 0 0 2.05032408157044 0 0 0 0 0
"CUL5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.41225584149515 0 0 0 0 0 2.32235291275741 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"INTS6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.56141140007136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"POLM" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.38170014374905 0 2.02282509425594 0 0 3.54783713619494 2.49419915028794 0 0 0 4.87459038135504 0 0 2.59156787214621 0 0 0 0 2.53576786390516 0 0 0 0 0 0
"MIR6838" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.38170014374905 0 2.02282509425594 0 0 3.54783713619494 2.49419915028794 0 0 0 4.87459038135504 0 0 2.59156787214621 0 0 0 0 2.53576786390516 0 0 0 0 0 0
"SNRPE" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.28182821662297 0 0 0 0 0 0 0 0 2.19300330250155 0 2.70529078323071 0 0 0 0 0 0 0 0 0
"SNRPEP4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.28182821662297 0 0 0 0 0 0 0 0 2.19300330250155 0 2.70529078323071 0 0 0 0 0 0 0 0 0
"SNRPEP2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.28182821662297 0 0 0 0 0 0 0 0 2.19300330250155 0 2.70529078323071 0 0 0 0 0 0 0 0 0
"HADH" 0 0 0 0 0 2.69587149908888 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.09943540740881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"KLHL20" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.83496928045431 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10202231405547 0 0 0 0 0 0 2.32964013918747 0 0
"VAMP5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.06562209660727 0 0 0 8.03422332149035 4.20138351644988 5.85594126444638 0 0 3.78015626286214 0 0 0 0 0 3.68429863050458 0 6.1022494332864 0 3.7576018139969 0 0 0 2.40623543846915
"LILRA5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.75121611304966 0 0 0 0 0 0 0 2.10064781712686 0 0 0 0 2.1415672053047 0
"CBFA2T2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3830907851306 2.59696667480493 3.17294638613937 2.28031640646011 0 0 0 0 0 0 0 2.13315545254715 0 0 0 0 2.01668909666058 0 0 0 0
"PPOX" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.91573365444401 0 2.69304486763026 0 0 0 0 0 0 0 0 0 0 0 0 0
"MROH7-TTC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.87812964449266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"TTC4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.87812964449266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ARVCF" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.18020165301903 0 0 2.85183054068444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LMAN2L" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.57234423780035 0 0 2.6378651947528 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRBD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.12229344920006 2.52737965821726 2.39096195792402 2.70028850385014 0 0 3.20035756904212 0 0 0 0 0 0 0 3.05311692398215 0 3.35765935551045 0 0 0 0
"CAMK1D" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.11377307714511 0 0 0 0 0 3.10527470323299 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SPINT1" 0 0 0 0 0 0 0 0 0 0 2.18246357736828 0 0 0 0 0 0 2.32167095807586 0 0 0 0 0 0 0 0 0 0 0 0 2.49114268511 0 0 0 0 0 0 0 0 0
"TFPT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.33521174646654 0
"NDUFA4" 0 0 0 0 0 0 0 2.53837552893286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.26166263644202 0 0 0 0 0 3.53995675330916 0 0 0 0 2.39906994573454 0 0 0 0
"GRWD1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.51731943894618 0 0 0 0 0 0 0 0 2.76116739342245 0 0 0 0 2.38191245988728 0 0 0 0 0 0 0 0 0
"ZBTB5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.6810244268895 2.26994550417653 2.16054755973855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FAM136A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.54749199005772 2.02763345770476 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UTP14C" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.29920913666292 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CLPX" 0 2.117272612291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.37994069792026 0 0 0 0 0 2.63240024615883 0 0 2.00097903724407 0 0 0 0 0 0 0 0 3.3069420291572 2.06320661194748 0
"CLDND1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.48854925726226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"NT5C" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.19645319522369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FYCO1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.89810470441777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.30099275658514
"METTL5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.14507879638467 0 0 0 0 2.76148160919174 0 0 0 0 0 0 0 0 2.00171367965798 0 3.80946433588209 0 0 0 0 0 0 2.75051433682839 0 2.1031861947401
